id_abbonamento,durata,costo,tipo,id_sottoscrizione,data_inizio,data_fine,FK_Utente,FK_Abbonamento,id_utente,username,email,lingua,nome,sesso,data_di_nascita,indirizzo,tfa,steamid,FK_Statistiche
7,6,29.94,PUBG,1613,2018-08-15,2018-11-15,11171,7,11171,Rosetta_Bogan,Alessandro_Parker34@gmail.com,de_AT,Ted Pfannerstill,f,1964-06-14,3437 Donnelly Light,1,1:1:38087061,22328
13,1,9.99,premium,1614,2018-04-26,2019-04-26,13236,13,13236,Jessy.Veum7,Buddy.Hammes@hotmail.com,en_US,Maida Hudson,m,1994-10-27,31578 Kendall View,0,0:0:63843875,6850
1,1,5.99,CSGO,1616,2017-02-01,2018-02-01,8066,1,8066,Shanna.Gutkowski,Juliana_Hessel@hotmail.com,fr_CA,Linwood Feeney,m,1960-12-08,712 Ruthie Islands,0,0:0:18298154,24466
1,1,5.99,CSGO,1617,2018-10-28,2019-10-28,12623,1,12623,Hayden.King67,Makenzie_McLaughlin@yahoo.com,en,Litzy Pagac,f,1977-10-05,98179 Sherwood Landing,0,1:1:52531625,16507
13,1,9.99,premium,1618,2017-09-16,2018-03-16,5006,13,5006,Estella.Spencer,Darion.Gutkowski75@hotmail.com,cz,Cathrine Gutkowski,m,1988-10-26,25881 Misael Plain,0,0:0:69987199,18716
1,1,5.99,CSGO,1619,2016-08-11,2016-11-11,2918,1,2918,Chesley.Nicolas,Vena26@gmail.com,uk,Kaitlin Kerluke,f,1982-08-19,179 Pierre Street,1,1:1:83338441,1638
1,1,5.99,CSGO,1620,2017-10-10,2017-11-10,8163,1,8163,Briana.Franecki82,Mose_Zemlak11@gmail.com,en_US,Sarah Beer,f,1962-08-02,13056 Hans Overpass,1,1:1:39088996,15123
10,3,17.97,D2,1621,2016-09-03,2016-12-03,1226,10,1226,Kari_Stracke56,Felton.Cummerata@hotmail.com,nb_NO,Rowland Emard,f,1967-04-16,76668 Reichert Ridge,0,1:1:20014156,903
1,1,5.99,CSGO,1622,2018-11-06,2019-02-06,11744,1,11744,Jensen75,Rebecca43@yahoo.com,tr,Jordon Prohaska,m,1993-07-31,68473 Daniel Park,0,1:1:82422231,5019
13,1,9.99,premium,1623,2017-10-18,2018-10-18,12444,13,12444,Constantin_Waelchi8,Melba.Wunsch@gmail.com,vi,Cory DuBuque,f,1996-05-20,6979 Monserrat Isle,1,0:0:57855502,9974
3,6,29.94,CSGO,1625,2016-07-28,2016-08-28,10821,3,10821,Ambrose0,Lonzo_DAmore@gmail.com,pl,Reese Wisozk,m,1970-06-30,98873 Shemar Ville,0,0:0:14053780,5787
1,1,5.99,CSGO,1626,2017-00-05,2017-01-05,6257,1,6257,Danielle27,Kadin_Farrell@yahoo.com,zh_CN,Alex Dare,m,1965-02-05,585 Schmitt Corner,1,1:1:37024817,20223
4,12,39.99,CSGO,1627,2017-06-05,2017-07-05,10875,4,10875,Reilly94,Roberto97@yahoo.com,ru,Rachelle Dach,f,1960-07-02,32889 Lina Trail,0,0:0:105636363,15913
1,1,5.99,CSGO,1628,2016-04-04,2016-10-04,6421,1,6421,Darrel47,Hobart_Kiehn50@gmail.com,cz,Loraine Hayes,m,1961-12-09,81098 Verdie Plains,1,0:0:93584393,16927
3,6,29.94,CSGO,1629,2018-05-10,2018-06-10,16663,3,16663,Lue.Hilpert,Luella.Quigley97@yahoo.com,en_CA,Loyal Hackett,m,1976-03-15,6644 Glenna Mill,1,1:1:89422380,8926
4,12,39.99,CSGO,1630,2017-05-28,2017-06-28,11690,4,11690,Elton.Weimann,Max.Franecki21@gmail.com,sk,Eli Wisozk,f,1976-05-12,1604 Andreane Mall,1,1:1:67244420,13570
4,12,39.99,CSGO,1631,2018-02-12,2018-03-12,7342,4,7342,Nayeli_Hansen,Odessa.Bauch56@yahoo.com,fr,Lexi Macejkovic,m,1968-04-08,8805 Walter Cove,1,1:1:54191374,16734
7,6,29.94,PUBG,1634,2018-00-16,2018-06-16,5428,7,5428,Eldon.Adams,Alfonso.MacGyver13@yahoo.com,en_au_ocker,Dianna Nader,f,1967-05-26,95017 Johnson Radial,1,0:0:88064182,15154
7,6,29.94,PUBG,1637,2017-04-17,2017-10-17,10170,7,10170,Eunice.Braun,Cruz12@gmail.com,en_BORK,Forrest Reynolds,m,1978-04-26,0425 Kautzer Loop,0,0:0:45940705,17245
1,1,5.99,CSGO,1638,2018-11-26,2019-11-26,11818,1,11818,Zackery.White,Paige.Yundt9@gmail.com,pl,Dan West,f,1981-05-19,36302 Douglas Grove,1,1:1:59064099,10781
1,1,5.99,CSGO,1639,2018-02-14,2018-03-14,4412,1,4412,Cyrus.Bernhard74,Josue.Dooley23@yahoo.com,en_AU,Leon Nolan,m,1963-06-24,6508 Gage Court,0,1:1:22117645,797
4,12,39.99,CSGO,1640,2017-01-28,2017-02-28,3217,4,3217,Blair.Murphy2,Audreanne24@hotmail.com,fr_CA,Herman Baumbach,m,1966-07-30,155 Heathcote Ridge,1,0:0:108449500,4682
7,6,29.94,PUBG,1642,2018-08-01,2018-11-01,15456,7,15456,Mohammad.Keeling49,Delpha.Kemmer60@hotmail.com,sk,Jeffry Vandervort,m,1960-01-08,186 Barry Crescent,1,0:0:16194582,18468
13,1,9.99,premium,1643,2018-08-28,2019-02-28,9921,13,9921,Jarrett11,Herminia30@gmail.com,zh_TW,Lucio Schroeder,m,1965-11-04,82904 Winona Parks,1,1:1:96541050,15632
7,6,29.94,PUBG,1644,2018-05-16,2018-08-16,1512,7,1512,Cathy.Reinger0,Saige1@hotmail.com,nb_NO,Ramona Toy,m,1989-02-20,8885 Alexa Rue,1,1:1:40903523,4702
4,12,39.99,CSGO,1646,2017-00-06,2017-03-06,12023,4,12023,Cindy.Kreiger,Marques.Von@hotmail.com,en,Peggie Kris,m,1960-11-09,63570 Jaden Pass,0,1:1:28024300,12128
4,12,39.99,CSGO,1647,2017-09-25,2017-10-25,1917,4,1917,Ceasar41,Javon_Welch11@hotmail.com,es,Jovan Bahringer,f,1987-04-24,2716 Waelchi Cliffs,1,1:1:87751874,490
2,3,17.97,CSGO,1648,2017-01-19,2017-02-19,8766,2,8766,Lucius.Johns18,Alva_Daugherty@hotmail.com,ru,Meredith Thompson,f,1989-07-26,80961 Norwood Pines,0,1:1:103653348,10691
7,6,29.94,PUBG,1649,2017-04-13,2017-10-13,2060,7,2060,Colleen.Thompson2,Brady52@gmail.com,nb_NO,Rosemarie Mayer,m,1990-12-28,83870 Annalise Motorway,0,1:1:21695190,4778
7,6,29.94,PUBG,1650,2017-07-16,2017-10-16,12087,7,12087,Harrison93,Lizzie_Walter@gmail.com,en_BORK,Devante Gutkowski,m,1994-07-21,8165 Halle Prairie,1,1:1:59434852,10681
4,12,39.99,CSGO,1651,2016-06-29,2016-09-29,12676,4,12676,Pattie_Kilback92,Alana84@hotmail.com,nl,Dedrick Zemlak,m,1980-03-18,9432 Allie Stream,0,0:0:83614456,15135
4,12,39.99,CSGO,1652,2017-02-21,2017-05-21,16364,4,16364,Baby.Hammes,Nellie_Hane@yahoo.com,nep,German Schmidt,f,1997-06-27,81858 Vicenta Springs,1,0:0:13090689,8543
4,12,39.99,CSGO,1653,2018-00-13,2018-01-13,14638,4,14638,Furman_Kirlin21,Collin_Jacobs94@hotmail.com,en_GB,Penelope Bartoletti,m,1969-05-08,6593 Bailee Mountains,1,0:0:19228478,17036
3,6,29.94,CSGO,1654,2017-01-23,2017-02-23,4185,3,4185,Myron.Feest,Reed71@gmail.com,en_GB,Palma Nolan,m,1989-02-22,08286 Stanton Meadow,0,1:1:107675563,4092
1,1,5.99,CSGO,1655,2017-01-03,2018-01-03,14421,1,14421,Reanna_Wilderman,Isai_Nolan@gmail.com,fa,Laurianne Beier,m,1980-03-03,96868 Christiansen Parks,1,0:0:12063466,9953
2,3,17.97,CSGO,1656,2017-09-13,2017-10-13,13861,2,13861,Valentina.Mueller,Kelli.Lemke76@gmail.com,nl,Ottilie West,f,1990-06-04,1947 Dibbert Row,1,1:1:13071516,17788
13,1,9.99,premium,1657,2016-10-19,2017-10-19,15570,13,15570,Lucy_Harvey,Angelita61@yahoo.com,en_IND,Mustafa Padberg,f,1981-01-18,32782 Derrick Oval,0,0:0:107879177,6035
4,12,39.99,CSGO,1659,2018-11-21,2018-12-21,224,4,224,Benjamin82,Chelsie_Johnston@yahoo.com,pl,Brent Hauck,m,1992-10-28,7805 Zulauf Brook,0,0:0:38780545,4230
10,3,17.97,D2,1660,2016-02-28,2016-05-28,2694,10,2694,Elouise_Torp,Baron.Parisian@gmail.com,zh_CN,Cary Goyette,f,1997-01-09,35442 Mohr Curve,0,1:1:19552569,1694
7,6,29.94,PUBG,1661,2016-08-06,2017-02-06,10532,7,10532,Adrien.Champlin11,Hester60@yahoo.com,pl,Jermey Wuckert,m,1992-11-05,131 Bailee Roads,0,1:1:83438009,19379
13,1,9.99,premium,1662,2016-05-03,2017-05-03,11395,13,11395,Esta_Schowalter15,Tyshawn97@gmail.com,fr,Pablo Ebert,m,1960-04-04,207 Willms Run,0,0:0:34297125,13570
3,6,29.94,CSGO,1663,2017-02-04,2017-03-04,9001,3,9001,Julio.Zulauf89,Jeremie70@hotmail.com,az,Vickie Rosenbaum,f,1966-06-15,37739 Deondre Fields,0,0:0:46477228,16166
10,3,17.97,D2,1664,2017-06-00,2017-09-00,13263,10,13263,Claudia_Ankunding,Jett10@gmail.com,en_AU,Weldon Zemlak,f,1996-05-11,96335 Jaylin Junctions,0,1:1:89498590,20263
7,6,29.94,PUBG,1665,2018-08-07,2019-02-07,4058,7,4058,Jeanette12,Amber_Hagenes@yahoo.com,id_ID,Jaycee Gorczany,f,1987-12-23,39414 Monahan Parks,0,1:1:86263921,3943
4,12,39.99,CSGO,1666,2018-04-11,2018-05-11,6796,4,6796,Mittie_Kautzer21,Bertrand_Bailey13@gmail.com,it,Timmy Fritsch,m,1968-07-25,584 Graham Street,0,0:0:18591245,2095
13,1,9.99,premium,1667,2018-07-21,2019-07-21,3057,13,3057,Baylee3,Dayne_Willms@yahoo.com,en_IND,Brycen Bechtelar,m,1966-05-08,104 Heidenreich Stravenue,0,0:0:90843457,1125
10,3,17.97,D2,1668,2018-08-26,2018-11-26,7182,10,7182,Stephan_Hessel24,Marion55@yahoo.com,en_US,Ruby Rohan,m,1993-02-18,6651 Oswald Cove,0,1:1:63604115,16797
4,12,39.99,CSGO,1670,2016-01-10,2016-04-10,872,4,872,Marques_Dicki,Assunta.Prohaska@hotmail.com,vi,Johan Zboncak,f,1962-08-11,37821 Kariane Ports,1,1:1:17247230,1972
4,12,39.99,CSGO,1671,2016-04-08,2016-07-08,13860,4,13860,Oleta_Heidenreich94,Virginia5@yahoo.com,ru,Jaron Prohaska,f,1977-01-10,2416 Daniel Ford,0,0:0:29697008,23656
1,1,5.99,CSGO,1672,2018-04-07,2018-05-07,10584,1,10584,Kolby.Robel,Dortha29@gmail.com,en,Dariana Pacocha,f,1983-09-18,99772 Margot Viaduct,0,0:0:27429741,10941
13,1,9.99,premium,1673,2016-10-06,2017-10-06,2661,13,2661,Ernesto_Bosco,Aryanna83@hotmail.com,fr_CA,Dale Jacobson,f,1984-07-06,736 Heidenreich Pine,1,1:1:71319452,3501
1,1,5.99,CSGO,1674,2017-10-23,2018-04-23,16923,1,16923,Carlotta79,Ansel.Osinski@yahoo.com,nep,Dovie Reinger,m,1968-10-17,74937 Swift Village,1,1:1:59823716,10588
3,6,29.94,CSGO,1676,2017-03-03,2017-04-03,13117,3,13117,Cary21,Bryon67@gmail.com,en_BORK,Gregoria Rodriguez,m,1991-12-03,9484 Kemmer Ridge,1,0:0:103544436,12027
7,6,29.94,PUBG,1677,2018-06-00,2018-09-00,8966,7,8966,Wilson_Ankunding,Elta.Johnston32@yahoo.com,it,Schuyler Kozey,f,1962-03-31,1872 Maximillia Mount,1,0:0:79980017,13651
1,1,5.99,CSGO,1679,2017-00-18,2017-01-18,10416,1,10416,Willie75,Oscar37@yahoo.com,sv,Dulce Bogan,m,1974-05-01,220 Douglas Rest,0,1:1:92557439,11594
1,1,5.99,CSGO,1680,2017-06-12,2017-07-12,7704,1,7704,Laverna.Cormier,Vesta.Mohr97@hotmail.com,en_BORK,Brice Sanford,m,1990-11-08,8918 Lind Port,1,0:0:67255854,4238
2,3,17.97,CSGO,1681,2017-04-12,2017-05-12,730,2,730,Diamond.Turcotte91,Bonnie72@yahoo.com,pt_BR,Carlotta Fay,f,1962-01-23,4888 Ruecker Grove,0,1:1:63016244,4767
13,1,9.99,premium,1682,2016-02-15,2016-08-15,6698,13,6698,Nicholas_Ratke,Bridget80@yahoo.com,ge,Doris Gibson,f,1997-02-21,6420 Josiane Square,0,1:1:32001953,23592
13,1,9.99,premium,1683,2017-07-29,2018-07-29,8701,13,8701,Modesta.Green16,Leonora_Herman23@gmail.com,en_BORK,Danika Zboncak,f,1974-07-07,295 Annabel Glens,0,0:0:98193086,11447
4,12,39.99,CSGO,1685,2017-10-11,2017-11-11,889,4,889,Abdul83,Aniya.Walsh33@hotmail.com,ge,Cedrick Bednar,f,1989-10-22,447 Gislason Islands,1,0:0:99837667,4282
2,3,17.97,CSGO,1686,2017-04-19,2017-05-19,11149,2,11149,Ron_Pouros26,Okey_Kutch96@yahoo.com,en_US,Grayson Jacobson,m,1991-01-28,67552 Miguel Drive,1,0:0:68495573,16989
13,1,9.99,premium,1687,2016-01-28,2016-07-28,1161,13,1161,Sydni_Pacocha43,Aubrey.Johnston41@yahoo.com,ko,Ewald Willms,m,1985-12-09,358 Lonzo Springs,1,1:1:84155156,2350
1,1,5.99,CSGO,1688,2016-02-29,2016-08-29,15960,1,15960,Emmie.Treutel,Alan97@hotmail.com,id_ID,Alberto Russel,f,1986-08-18,862 Stehr Village,0,0:0:14118174,18277
3,6,29.94,CSGO,1689,2017-08-25,2017-09-25,16480,3,16480,Abdiel_Hammes,Lukas.White1@gmail.com,zh_TW,Ardella Wunsch,m,1995-03-19,3905 Kuvalis Center,0,1:1:59090847,11008
1,1,5.99,CSGO,1690,2017-11-00,2017-12-00,11036,1,11036,Viola.Pfeffer,Jany.Weimann62@yahoo.com,sv,Kieran Koss,m,1978-08-09,881 Heidenreich Port,1,0:0:15454189,8751
2,3,17.97,CSGO,1691,2017-07-22,2017-08-22,8916,2,8916,Jody_Armstrong8,Eloy_Dare@gmail.com,ko,Delphia Baumbach,f,1978-11-14,860 Labadie Oval,0,1:1:105762671,22551
10,3,17.97,D2,1692,2016-01-20,2016-04-20,9588,10,9588,Alta.VonRueden88,Otho76@yahoo.com,zh_TW,Eldridge Price,f,1963-01-11,32652 Schaden Mews,1,0:0:20889341,5542
1,1,5.99,CSGO,1693,2017-02-07,2017-08-07,14196,1,14196,Rebeca_Kuhlman,Pete24@hotmail.com,de,Curtis Labadie,f,1969-10-11,39887 Weimann Prairie,0,1:1:66411445,5763
1,1,5.99,CSGO,1694,2016-09-20,2016-10-20,5497,1,5497,Israel_Lockman7,Kali14@yahoo.com,en_IE,Adah Abbott,m,1971-01-22,2458 Jast Manor,1,1:1:62264698,2325
3,6,29.94,CSGO,1695,2018-11-29,2018-12-29,14177,3,14177,Erick_Skiles,Katharina_Kuhn63@yahoo.com,zh_TW,Garry Ritchie,m,1999-08-19,07304 Thompson Centers,1,1:1:41206844,9345
1,1,5.99,CSGO,1696,2016-06-15,2016-09-15,16680,1,16680,Kennith13,Elody.Schultz@gmail.com,de_CH,Kurt Corkery,m,1982-02-18,273 Funk Walks,1,1:1:101060557,321
7,6,29.94,PUBG,1697,2017-07-21,2017-10-21,13637,7,13637,Hollis_Schuppe,Shirley92@yahoo.com,fr,Cyril Pfannerstill,m,1966-07-07,7713 Ida Mountains,0,0:0:78430765,21681
2,3,17.97,CSGO,1698,2017-09-04,2017-10-04,8792,2,8792,Leland.Beahan,Martine6@hotmail.com,en,Murray Hammes,f,1976-08-22,2373 Pat Points,0,1:1:28174938,9847
1,1,5.99,CSGO,1699,2018-09-12,2019-09-12,7078,1,7078,Candace_Lebsack,Foster_Bernhard98@hotmail.com,sv,Jeramy Flatley,m,1985-09-03,603 Hermann Wells,0,1:1:93777032,5753
1,1,5.99,CSGO,1700,2016-09-22,2016-12-22,4482,1,4482,Aurore.Schamberger,Ashtyn_Reilly@hotmail.com,en_CA,Aric Ondricka,f,1996-12-02,52895 Ashlee Cove,0,1:1:77233701,4729
7,6,29.94,PUBG,1701,2016-01-19,2016-07-19,13404,7,13404,Isadore67,Marlen.Daugherty@yahoo.com,ge,Modesta Daugherty,f,1980-11-03,20631 Konopelski Path,0,0:0:46675854,23025
7,6,29.94,PUBG,1702,2017-01-29,2017-04-29,10979,7,10979,Stephanie78,Savion92@gmail.com,fr,Garett Cartwright,f,1970-08-27,6504 Weber Circles,0,1:1:83170421,8428
10,3,17.97,D2,1703,2017-07-06,2017-10-06,8492,10,8492,Jennie83,Dennis50@yahoo.com,it,Kellen Wilkinson,f,1961-08-07,825 Franecki Glens,1,1:1:73730593,20794
13,1,9.99,premium,1705,2016-05-22,2017-05-22,4153,13,4153,Ellen_Schoen,Annalise_Wisozk@gmail.com,de_CH,Kaelyn Beer,f,1982-06-20,191 Amely Neck,0,1:1:30079125,701
7,6,29.94,PUBG,1706,2017-04-15,2017-10-15,7783,7,7783,Leif_Schneider,Bobby3@hotmail.com,it,Larissa Hessel,m,1975-01-23,292 Bins Dale,1,0:0:43388963,10056
13,1,9.99,premium,1707,2018-03-29,2019-03-29,765,13,765,Margarita_Gusikowski52,Michel_Schmeler@yahoo.com,az,Emily Satterfield,f,1998-03-16,44208 Cummings Estate,1,0:0:89136281,3830
4,12,39.99,CSGO,1708,2017-00-29,2017-03-29,541,4,541,Mireille_Upton,Maybelle_Veum50@gmail.com,ge,Ansel Okuneva,m,1978-05-18,7017 Emard Inlet,0,0:0:88242539,3020
7,6,29.94,PUBG,1709,2017-02-07,2017-05-07,14079,7,14079,Lesley_Greenholt,Nova.Walker@yahoo.com,cz,Allene Kuphal,m,1982-12-14,08693 Kendra Crest,1,0:0:20183493,10459
1,1,5.99,CSGO,1710,2016-10-00,2017-04-00,3070,1,3070,Kiel.Bernhard44,Buford.Treutel@gmail.com,ko,Lenora Schroeder,m,1999-06-29,8459 Landen Shore,1,1:1:79911612,1788
13,1,9.99,premium,1711,2018-03-26,2018-09-26,632,13,632,Frederique_Baumbach46,Floyd.Powlowski28@gmail.com,es,Eden Kunde,f,1970-01-11,118 Glover Prairie,0,1:1:85689254,3618
1,1,5.99,CSGO,1712,2017-08-19,2017-11-19,7284,1,7284,Fidel_Nolan62,Nadia_Greenholt@gmail.com,de_CH,Donnell Mayert,m,1993-06-25,121 Langworth Mills,1,1:1:14329368,18499
13,1,9.99,premium,1713,2017-09-24,2018-03-24,16122,13,16122,Luther10,Blanche_Kshlerin75@hotmail.com,it,Yasmin Kreiger,f,1983-12-23,248 Keeling Well,0,0:0:58829668,23431
13,1,9.99,premium,1715,2018-01-03,2018-07-03,6049,13,6049,Maryam86,Keeley0@hotmail.com,az,Susana Crona,f,1966-08-16,6457 Dereck Corners,0,0:0:86312357,21897
7,6,29.94,PUBG,1716,2017-02-03,2017-05-03,8398,7,8398,Nayeli.Schimmel,Forest66@gmail.com,es_MX,Doris Bins,f,1987-10-16,94819 Claire Road,1,1:1:92016607,8933
4,12,39.99,CSGO,1717,2016-04-20,2016-07-20,2160,4,2160,Gladyce_Murphy22,Josefa.Bashirian35@yahoo.com,sk,Annetta Schmitt,f,1964-03-28,94044 Dominique Oval,0,1:1:25985082,3630
2,3,17.97,CSGO,1718,2016-05-20,2016-06-20,958,2,958,Rodrigo.Grady4,Andreane.Pagac32@hotmail.com,en_au_ocker,Nicolas Rath,m,1963-01-28,56489 Pat Orchard,1,1:1:70453570,4610
10,3,17.97,D2,1719,2018-10-06,2019-01-06,3127,10,3127,Jovanny_OConnell58,Cora.Carter21@gmail.com,de,Dillan Collins,m,1976-10-03,35549 Jakubowski Ranch,1,1:1:10571249,2509
7,6,29.94,PUBG,1721,2017-06-16,2017-09-16,9397,7,9397,Garnet.Dietrich,Randy_Windler6@hotmail.com,es,Amely Ernser,f,1992-11-19,72746 Beier Meadow,1,1:1:28993961,13800
7,6,29.94,PUBG,1722,2017-09-07,2017-12-07,15868,7,15868,Santina15,Stacy.Nicolas@gmail.com,sk,Abbie Weber,m,1968-08-22,0310 Emory Drive,0,0:0:108617210,5346
1,1,5.99,CSGO,1723,2017-00-22,2017-06-22,3403,1,3403,Alford_Zemlak94,Amari.Breitenberg81@hotmail.com,en_US,Ardith Lehner,f,1978-01-15,73049 Blick Trafficway,1,1:1:89361700,1335
4,12,39.99,CSGO,1724,2018-08-25,2018-09-25,8089,4,8089,Bobbie.Williamson97,Mertie.Fisher@yahoo.com,de_CH,Kallie Ryan,f,1963-08-15,84912 Ayla Path,1,0:0:91093760,11077
13,1,9.99,premium,1725,2016-07-23,2017-01-23,6950,13,6950,Samanta.Hirthe14,Jenifer.Abernathy70@yahoo.com,pl,Rosario Wiegand,f,1983-10-10,19871 Khalid Islands,1,1:1:36018383,17186
1,1,5.99,CSGO,1726,2017-11-19,2018-11-19,2115,1,2115,Austyn30,Ole_Kuhn11@hotmail.com,es_MX,Sallie Jenkins,m,1983-09-12,524 Simonis Groves,0,1:1:38445309,1952
4,12,39.99,CSGO,1727,2016-07-23,2016-10-23,14356,4,14356,Mekhi.Kutch,Delta.Macejkovic55@gmail.com,zh_TW,Khalil Weber,m,1997-12-24,4043 Bogan Fort,1,1:1:106639144,22867
2,3,17.97,CSGO,1728,2018-11-09,2018-12-09,13490,2,13490,Herbert_Little57,Ansel_Cronin@yahoo.com,sv,Guadalupe Sawayn,m,1997-12-17,13698 Ruecker Lake,1,0:0:90320292,13740
1,1,5.99,CSGO,1730,2016-02-26,2016-03-26,116,1,116,Daisha_Jacobs,Winnifred_Beahan@yahoo.com,en_BORK,Theresa Keeling,f,1961-01-16,2427 Wintheiser Lodge,0,0:0:47760824,2474
7,6,29.94,PUBG,1731,2017-04-01,2017-10-01,3641,7,3641,Maymie5,Helena1@yahoo.com,tr,Audrey Sawayn,m,1969-11-16,638 Leuschke Route,1,1:1:19118807,2165
1,1,5.99,CSGO,1732,2017-10-03,2018-01-03,11809,1,11809,Doris.Ziemann,Aliyah.Fay53@gmail.com,nep,Rose Legros,m,1969-11-22,561 Kade Parkways,0,1:1:28075922,5324
1,1,5.99,CSGO,1734,2016-08-18,2017-08-18,12216,1,12216,Jaron_Haag4,Leonora11@hotmail.com,ge,Michael Stamm,m,1982-12-23,332 Halvorson Spring,1,0:0:72180606,12049
7,6,29.94,PUBG,1736,2017-06-29,2017-09-29,8278,7,8278,Oscar.Sporer,Skylar.Heidenreich@yahoo.com,pt_BR,Lisa Huels,f,1973-04-03,23244 Naomi Harbor,1,1:1:12991134,21653
1,1,5.99,CSGO,1737,2017-11-14,2018-02-14,16252,1,16252,Marquise_Roob35,Sven_Abbott@hotmail.com,fr,Jade Parisian,f,1971-08-13,541 Schimmel Rue,1,0:0:10978586,17190
1,1,5.99,CSGO,1738,2016-10-25,2017-04-25,6899,1,6899,Kobe45,Miguel_Botsford71@yahoo.com,nep,Kyler Quitzon,f,1971-06-02,542 Kilback Freeway,1,1:1:80388488,18383
13,1,9.99,premium,1740,2018-01-29,2019-01-29,9233,13,9233,Dakota10,Amanda16@yahoo.com,uk,Orion Bartell,m,1994-10-30,156 Weissnat Meadow,1,1:1:14527073,15111
4,12,39.99,CSGO,1741,2017-03-09,2017-06-09,4623,4,4623,Everette55,Myrtis.Ondricka@gmail.com,fr_CA,Bradly Weber,m,1997-06-17,79575 Wisozk Plain,1,0:0:16557567,2302
3,6,29.94,CSGO,1742,2018-05-29,2018-06-29,1131,3,1131,Jamil43,Lizzie50@yahoo.com,nl,Lon Olson,m,1979-12-04,416 Ervin Rest,1,0:0:52027386,1768
1,1,5.99,CSGO,1743,2017-07-29,2018-01-29,7387,1,7387,Carol.Cruickshank97,Jess64@gmail.com,it,Kelly Heller,m,1963-12-24,67073 Wolff Forest,1,0:0:107661653,22431
3,6,29.94,CSGO,1745,2016-07-27,2016-08-27,16756,3,16756,Noelia36,Elise_Heathcote1@gmail.com,pl,Casey Nicolas,f,1960-06-09,303 Hoppe Extension,1,0:0:92663269,7021
1,1,5.99,CSGO,1746,2016-02-22,2016-08-22,8860,1,8860,Toy_Stehr,Corine18@yahoo.com,en_BORK,Demetrius Schiller,f,1989-09-30,076 Scarlett Parkways,1,0:0:72919954,18244
4,12,39.99,CSGO,1747,2017-08-00,2017-11-00,15499,4,15499,Tracey.Lehner7,Alysha_Schumm70@gmail.com,en,Lillian Thiel,m,1976-03-07,353 Emmalee Islands,0,0:0:62844458,5874
1,1,5.99,CSGO,1748,2018-03-25,2019-03-25,6871,1,6871,Dion6,Wilhelmine_Lynch61@yahoo.com,cz,Thelma Kuhn,f,1975-08-23,810 Johnnie Park,0,0:0:101238682,15332
13,1,9.99,premium,1749,2016-09-11,2017-03-11,14502,13,14502,Claude.Marvin,Dariana80@hotmail.com,pl,Immanuel Stamm,m,1991-10-21,2406 Schiller Divide,0,0:0:26155992,9714
3,6,29.94,CSGO,1751,2017-10-02,2017-11-02,8771,3,8771,Lela.McDermott9,Ewald.Macejkovic6@hotmail.com,sv,Judd Muller,f,1986-12-31,40504 Nikolaus Loop,1,0:0:58893131,14991
2,3,17.97,CSGO,1752,2016-00-17,2016-01-17,11475,2,11475,Celestine78,Dale.Reilly@hotmail.com,en_IND,Jairo Toy,m,1976-03-10,3874 Green Extensions,0,0:0:20490911,9368
13,1,9.99,premium,1753,2017-01-18,2018-01-18,16668,13,16668,Kaci.Langosh33,Jefferey.Padberg72@gmail.com,az,Cathy Gulgowski,m,1994-08-28,8388 Reagan Island,0,1:1:31491947,15924
3,6,29.94,CSGO,1754,2017-07-04,2017-08-04,2352,3,2352,Mara_Smith,Devan6@gmail.com,sv,Claudine Bartell,m,1989-07-22,420 Leannon Brook,1,1:1:51766174,142
1,1,5.99,CSGO,1755,2017-00-27,2017-12-27,13472,1,13472,Jonas.Leffler40,Emerald.Dickinson55@hotmail.com,en_AU,Adela Orn,f,1966-12-27,448 Auer Court,0,0:0:54338488,20008
2,3,17.97,CSGO,1756,2017-02-08,2017-03-08,760,2,760,Diego27,Vida84@gmail.com,fr_CA,Nellie McClure,f,1980-03-31,84291 Nienow Trace,0,1:1:11326263,3105
7,6,29.94,PUBG,1757,2018-05-08,2018-08-08,14250,7,14250,Stephan.Moore25,Stacy46@yahoo.com,nep,Chad Walker,m,1983-01-06,9714 Zack Port,1,1:1:11447687,23789
7,6,29.94,PUBG,1758,2018-08-27,2019-02-27,10326,7,10326,Hulda.VonRueden95,Tatum17@hotmail.com,en_BORK,Matilda McDermott,f,1993-10-14,17595 Douglas Spring,1,0:0:58261298,12016
4,12,39.99,CSGO,1759,2017-02-05,2017-03-05,6699,4,6699,Webster26,Sheldon_Ritchie@yahoo.com,en_US,Darrel Orn,f,1984-03-26,8156 Lucas Stravenue,0,1:1:26740687,17286
1,1,5.99,CSGO,1760,2017-01-17,2017-02-17,3850,1,3850,Efrain10,Carolina88@hotmail.com,en_US,Emmie Ledner,f,1991-08-05,769 Leland Hill,1,1:1:13121244,3442
4,12,39.99,CSGO,1761,2016-08-25,2016-11-25,5603,4,5603,Mateo75,Alyce.Mante@yahoo.com,ge,Lauren Nolan,m,1975-06-23,71182 White Lake,0,0:0:84205758,15574
10,3,17.97,D2,1762,2018-07-04,2018-10-04,4736,10,4736,Otho55,Imani_Herman@yahoo.com,en_au_ocker,Angeline Wehner,m,1976-02-18,8975 Lester Forges,0,1:1:25026438,3653
